2018-07-25 20:34:44 parsl.dataflow.dflow:78 [INFO]  Parsl version: 0.6.1
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 745 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 745 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 745 launched with AppFuture: <AppFuture at 0x7fd05b2be400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 746 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 746 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 746 launched with AppFuture: <AppFuture at 0x7fd05b2be5f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 747 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 747 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 747 launched with AppFuture: <AppFuture at 0x7fd05b2be7f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 748 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 748 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 748 launched with AppFuture: <AppFuture at 0x7fd05b2be9e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 749 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 749 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 749 launched with AppFuture: <AppFuture at 0x7fd05b2bebe0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 750 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 750 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 750 launched with AppFuture: <AppFuture at 0x7fd05b2bedd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 751 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 751 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 751 launched with AppFuture: <AppFuture at 0x7fd05b2befd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 752 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 752 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 752 launched with AppFuture: <AppFuture at 0x7fd05a0fa390 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 753 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 753 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 753 launched with AppFuture: <AppFuture at 0x7fd05a0fa780 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 754 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 754 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 754 launched with AppFuture: <AppFuture at 0x7fd05a0fab70 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 755 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 755 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 755 launched with AppFuture: <AppFuture at 0x7fd05a0fae80 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 756 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 756 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 756 launched with AppFuture: <AppFuture at 0x7fd05a0fa198 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 757 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 757 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 757 launched with AppFuture: <AppFuture at 0x7fd05a0fa588 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 758 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 758 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 758 launched with AppFuture: <AppFuture at 0x7fd05a0fa978 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 759 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 759 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 759 launched with AppFuture: <AppFuture at 0x7fd05a0fae48 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 760 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 760 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 760 launched with AppFuture: <AppFuture at 0x7fd05a0ef208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 761 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 761 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 761 launched with AppFuture: <AppFuture at 0x7fd05a0ef400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 762 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 762 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 762 launched with AppFuture: <AppFuture at 0x7fd05a0ef5f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 763 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 763 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 763 launched with AppFuture: <AppFuture at 0x7fd05a0ef7f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 764 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 764 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 764 launched with AppFuture: <AppFuture at 0x7fd05a0ef9e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 765 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 765 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 765 launched with AppFuture: <AppFuture at 0x7fd05a0efbe0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 766 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 766 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 766 launched with AppFuture: <AppFuture at 0x7fd05a0efdd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 767 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 767 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 767 launched with AppFuture: <AppFuture at 0x7fd05a0effd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 768 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 768 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 768 launched with AppFuture: <AppFuture at 0x7fd05a0f6208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 769 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 769 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 769 launched with AppFuture: <AppFuture at 0x7fd05a0f6400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 770 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 770 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 770 launched with AppFuture: <AppFuture at 0x7fd05a0f65f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 771 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 771 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 771 launched with AppFuture: <AppFuture at 0x7fd05a0f67f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 772 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 772 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 772 launched with AppFuture: <AppFuture at 0x7fd05a0f69e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 773 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 773 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 773 launched with AppFuture: <AppFuture at 0x7fd05a0f6be0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 774 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 774 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 774 launched with AppFuture: <AppFuture at 0x7fd05a0f6dd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 775 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 775 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 775 launched with AppFuture: <AppFuture at 0x7fd05a0f6fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 776 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 776 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 776 launched with AppFuture: <AppFuture at 0x7fd05a108240 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 777 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 777 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 777 launched with AppFuture: <AppFuture at 0x7fd05a108438 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 778 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 778 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 778 launched with AppFuture: <AppFuture at 0x7fd05a108630 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 779 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 779 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 779 launched with AppFuture: <AppFuture at 0x7fd05a108828 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 780 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 780 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 780 launched with AppFuture: <AppFuture at 0x7fd05a108a20 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 781 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 781 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 781 launched with AppFuture: <AppFuture at 0x7fd05a108c18 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 782 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 782 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 782 launched with AppFuture: <AppFuture at 0x7fd05a108e10 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 783 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 783 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 783 launched with AppFuture: <AppFuture at 0x7fd05a108048 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 784 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 784 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 784 launched with AppFuture: <AppFuture at 0x7fd05a112208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 785 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 785 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 785 launched with AppFuture: <AppFuture at 0x7fd05a112400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 786 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 786 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 786 launched with AppFuture: <AppFuture at 0x7fd05a1125f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 787 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 787 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 787 launched with AppFuture: <AppFuture at 0x7fd05a1127f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 788 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 788 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 788 launched with AppFuture: <AppFuture at 0x7fd05a1129e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 789 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 789 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 789 launched with AppFuture: <AppFuture at 0x7fd05a112be0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 790 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 790 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 790 launched with AppFuture: <AppFuture at 0x7fd05a112dd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 791 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 791 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 791 launched with AppFuture: <AppFuture at 0x7fd05a112fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 792 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 792 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 792 launched with AppFuture: <AppFuture at 0x7fd05a0e3208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 793 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 793 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 793 launched with AppFuture: <AppFuture at 0x7fd05a0e3400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 794 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 794 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 794 launched with AppFuture: <AppFuture at 0x7fd05a0e35f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 795 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 795 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 795 launched with AppFuture: <AppFuture at 0x7fd05a0e37f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 796 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 796 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 796 launched with AppFuture: <AppFuture at 0x7fd05a0e39e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 797 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 797 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 797 launched with AppFuture: <AppFuture at 0x7fd05a0e3be0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 798 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 798 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 798 launched with AppFuture: <AppFuture at 0x7fd05a0e3dd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 799 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 799 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 799 launched with AppFuture: <AppFuture at 0x7fd05a0e3fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 800 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 800 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 800 launched with AppFuture: <AppFuture at 0x7fd05a0f0208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 801 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 801 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 801 launched with AppFuture: <AppFuture at 0x7fd05a0f0400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 802 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 802 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 802 launched with AppFuture: <AppFuture at 0x7fd05a0f05f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 803 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 803 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 803 launched with AppFuture: <AppFuture at 0x7fd05a0f07f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 804 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 804 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 804 launched with AppFuture: <AppFuture at 0x7fd05a0f09e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 805 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 805 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 805 launched with AppFuture: <AppFuture at 0x7fd05a0f0be0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 806 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 806 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 806 launched with AppFuture: <AppFuture at 0x7fd05a0f0dd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 807 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 807 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 807 launched with AppFuture: <AppFuture at 0x7fd05a0f0fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 808 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 808 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 808 launched with AppFuture: <AppFuture at 0x7fd05a105208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 809 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 809 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 809 launched with AppFuture: <AppFuture at 0x7fd05a105400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 810 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 810 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 810 launched with AppFuture: <AppFuture at 0x7fd05a1055f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 811 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 811 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 811 launched with AppFuture: <AppFuture at 0x7fd05a1057f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 812 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 812 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 812 launched with AppFuture: <AppFuture at 0x7fd05a1059e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 813 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 813 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 813 launched with AppFuture: <AppFuture at 0x7fd05a105be0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 814 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 814 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 814 launched with AppFuture: <AppFuture at 0x7fd05a105dd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 815 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 815 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 815 launched with AppFuture: <AppFuture at 0x7fd05a105fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 816 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 816 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 816 launched with AppFuture: <AppFuture at 0x7fd05a117208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 817 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 817 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 817 launched with AppFuture: <AppFuture at 0x7fd05a117400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 818 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 818 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 818 launched with AppFuture: <AppFuture at 0x7fd05a1175f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 819 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 819 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 819 launched with AppFuture: <AppFuture at 0x7fd05a1177f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 820 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 820 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 820 launched with AppFuture: <AppFuture at 0x7fd05a1179e8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 821 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 821 launched on executor threads
